Data_Referencia,COGNOM,Valor,ORDRE_COGNOM
2025-01-01,MORERA,483,1
2025-01-01,PULIDO,483,2
2025-01-01,CANALS,482,2
2025-01-01,DEL RIO,482,2
2025-01-01,AMAT,481,1
2025-01-01,BOIX,481,2
2025-01-01,CUENCA,480,2
2025-01-01,PALMA,480,2
2025-01-01,BARCELO,478,1
2025-01-01,BELMONTE,478,1
2025-01-01,NAVAS,478,1
2025-01-01,CLEMENTE,477,1
2025-01-01,OLIVE,477,1
2025-01-01,ARAUJO,476,1
2025-01-01,HUANG,475,1
2025-01-01,ALBA,474,2
2025-01-01,ELIAS,472,1
2025-01-01,MENA,472,1
2025-01-01,OJEDA,470,1
2025-01-01,AZNAR,469,2
2025-01-01,BALLESTEROS,469,1
2025-01-01,BLAZQUEZ,469,2
2025-01-01,DE LA TORRE,468,1
2025-01-01,VALENZUELA,467,2
2025-01-01,FABREGAS,466,2
2025-01-01,ARAUJO,465,2
2025-01-01,DEL RIO,465,1
2025-01-01,ANGULO,464,2
2025-01-01,BELMONTE,464,2
2025-01-01,JIN,464,1
2025-01-01,CASTAÑEDA,463,2
2025-01-01,GASCON,463,2
2025-01-01,JULIA,463,2
2025-01-01,ALEGRE,462,2
2025-01-01,AREVALO,462,2
2025-01-01,LAFUENTE,462,2
2025-01-01,CAMPO,461,2
2025-01-01,MESA,461,1
2025-01-01,MIAH,461,1
2025-01-01,CORDERO,459,2
2025-01-01,BARBA,458,2
2025-01-01,TORRAS,458,2
2025-01-01,AKHTAR,457,2
2025-01-01,CABELLO,457,2
2025-01-01,BOIX,456,1
2025-01-01,VALENZUELA,456,1
2025-01-01,ARMENGOL,455,2
2025-01-01,MARTORELL,455,2
2025-01-01,VELA,455,1
2025-01-01,VERGARA,455,1
2025-01-01,ANGULO,454,1
2025-01-01,BATLLE,454,2
2025-01-01,MONTSERRAT,453,2
2025-01-01,PORTILLO,453,1
2025-01-01,RIBA,453,1
2025-01-01,VILLA,453,2
2025-01-01,BATISTA,452,2
2025-01-01,CAPARROS,452,1
2025-01-01,MESTRES,452,2
2025-01-01,MENA,451,2
2025-01-01,OROZCO,451,2
2025-01-01,CAMPO,450,1
2025-01-01,PORTA,450,2
2025-01-01,BARCELO,449,2
2025-01-01,ZARAGOZA,449,1
2025-01-01,ARNAU,448,2
2025-01-01,DE LA TORRE,448,2
2025-01-01,CABEZAS,447,1
2025-01-01,LAFUENTE,447,1
2025-01-01,BUSQUETS,446,1
2025-01-01,HASSAN,446,1
2025-01-01,TORRENT,446,1
2025-01-01,CASTAÑEDA,445,1
2025-01-01,MIQUEL,445,1
2025-01-01,MORERA,444,2
2025-01-01,ORELLANA,444,2
2025-01-01,FAJARDO,442,1
2025-01-01,PIÑOL,442,1
2025-01-01,VELA,442,2
2025-01-01,COLOMER,441,1
2025-01-01,OLIVARES,441,1
2025-01-01,ROJO,439,1
2025-01-01,MOREIRA,437,1
2025-01-01,BERMEJO,436,1
2025-01-01,CATALA,436,1
2025-01-01,FABREGAS,435,1
2025-01-01,TORO,435,1
2025-01-01,DOS SANTOS,434,1
2025-01-01,PIÑOL,434,2
2025-01-01,GINER,433,1
2025-01-01,ROSA,433,1
2025-01-01,CASTELLANOS,432,1
2025-01-01,OLLE,431,1
2025-01-01,AKHTAR,430,1
2025-01-01,NAVARRETE,430,1
2025-01-01,ORELLANA,430,1
2025-01-01,RAZA,430,1
2025-01-01,AMOROS,429,1
2025-01-01,GODOY,429,1
2025-01-01,JARAMILLO,429,2
2025-01-01,CARO,426,2
2025-01-01,CORRAL,426,1
2025-01-01,KUMAR,426,1
2025-01-01,SOLSONA,426,2
2025-01-01,ARNAU,425,1
2025-01-01,BALAGUER,425,1
2025-01-01,BLAZQUEZ,425,1
2025-01-01,ESCRIBANO,425,2
2025-01-01,LLOBET,425,2
2025-01-01,ZHENG,425,1
2025-01-01,BORRELL,424,1
2025-01-01,CARO,424,1
2025-01-01,CASTELLANOS,424,2
2025-01-01,SALES,424,2
2025-01-01,VERGES,424,1
2025-01-01,CONESA,423,1
2025-01-01,CORRAL,423,2
2025-01-01,GINER,423,2
2025-01-01,PLANA,423,1
2025-01-01,RINCON,423,1
2025-01-01,UDDIN,423,1
2025-01-01,BECERRA,421,2
2025-01-01,CID,420,1
2025-01-01,HUGUET,420,1
2025-01-01,OLIVARES,420,2
2025-01-01,PAEZ,420,1
2025-01-01,BUSQUETS,419,2
2025-01-01,RINCON,419,2
2025-01-01,BECERRA,418,1
2025-01-01,GIRALDO,418,2
2025-01-01,AREVALO,417,1
2025-01-01,MORAL,417,2
2025-01-01,SHAHZAD,417,1
2025-01-01,EGEA,416,2
2025-01-01,FABREGAT,416,1
2025-01-01,MEHMOOD,415,1
2025-01-01,MORAL,415,1
2025-01-01,ZARAGOZA,415,2
2025-01-01,PORTILLO,414,2
2025-01-01,ROJO,414,2
2025-01-01,CAPARROS,413,2
2025-01-01,COLOMER,413,2
2025-01-01,OJEDA,412,2
2025-01-01,MONTSERRAT,411,1
2025-01-01,FABREGAT,410,2
2025-01-01,ALFARO,409,2
2025-01-01,BOU,408,1
2025-01-01,CARRION,407,1
2025-01-01,CASTELLA,407,1
2025-01-01,DUQUE,407,1
2025-01-01,GIRALDO,407,1
2025-01-01,VELAZQUEZ,407,1
2025-01-01,TORO,406,2
2025-01-01,CORDOBA,404,2
2025-01-01,FRIAS,404,1
2025-01-01,SALES,404,1
2025-01-01,ACEVEDO,403,1
2025-01-01,ALFARO,403,1
2025-01-01,FAJARDO,403,2
2025-01-01,OLIVE,403,2
2025-01-01,HERRANZ,402,1
2025-01-01,JARAMILLO,402,1
2025-01-01,ROSA,402,2
2025-01-01,COBO,401,2
2025-01-01,FELIU,401,1
2025-01-01,MOREIRA,401,2
2025-01-01,PRADO,401,2
2025-01-01,ARCE,400,1
2025-01-01,NAVARRETE,400,2
2025-01-01,CARRETERO,399,2
2025-01-01,EGEA,399,1
2025-01-01,HUGUET,399,2
2025-01-01,MASIP,399,1
2025-01-01,PUEYO,399,2
2025-01-01,QUEROL,399,1
2025-01-01,CORDERO,398,1
2025-01-01,GRANADOS,398,1
2025-01-01,CABELLO,397,1
2025-01-01,MEZA,397,1
2025-01-01,PUEYO,397,1
2025-01-01,PULIDO,397,1
2025-01-01,ARAGON,396,1
2025-01-01,RIBA,396,2
2025-01-01,ALEMANY,395,1
2025-01-01,COBO,395,1
2025-01-01,MARTORELL,395,1
2025-01-01,VALDEZ,395,1
2025-01-01,GIRALT,394,1
2025-01-01,MOLINS,394,1
2025-01-01,ELIAS,393,2
2025-01-01,JIANG,393,1
2025-01-01,MENENDEZ,393,1
2025-01-01,MIQUEL,393,2
2025-01-01,REINA,393,1
2025-01-01,SOLSONA,393,1
2025-01-01,CARBO,392,1
2025-01-01,CATALA,391,2
2025-01-01,SAIZ,391,1
2025-01-01,SEVILLA,391,2
2025-01-01,BUSTAMANTE,390,1
2025-01-01,GUASCH,390,2
2025-01-01,CERVANTES,389,1
2025-01-01,GAMEZ,388,1
2025-01-01,MENENDEZ,388,2
2025-01-01,FUSTER,387,2
2025-01-01,GRANADOS,387,2
2025-01-01,PINO,387,1
2025-01-01,CABEZAS,386,2
2025-01-01,CARRETERO,386,1
2025-01-01,DAVILA,386,2
2025-01-01,ESCRIBANO,386,1
2025-01-01,PERIS,386,1
2025-01-01,AGUADO,385,1
2025-01-01,GAMEZ,385,2
2025-01-01,JANE,385,1
2025-01-01,REQUENA,385,1
2025-01-01,VENDRELL,385,2
2025-01-01,CARRION,383,2
2025-01-01,GODOY,382,2
2025-01-01,CARBALLO,381,2
2025-01-01,CARREÑO,380,2
2025-01-01,PEREA,380,1
2025-01-01,RODRIGUES,380,1
2025-01-01,BUSTAMANTE,379,2
2025-01-01,HOSSAIN,379,1
2025-01-01,AMAT,378,2
2025-01-01,CARBO,378,2
2025-01-01,ARAGON,377,2
2025-01-01,CID,377,2
2025-01-01,OLLER,377,1
2025-01-01,VILANOVA,377,1
2025-01-01,ALEMANY,375,2
2025-01-01,REQUENA,375,2
2025-01-01,CONESA,374,2
2025-01-01,CORDOBA,374,1
2025-01-01,FELIU,374,2
2025-01-01,TOLEDO,374,2
2025-01-01,ARRANZ,373,1
2025-01-01,BALCELLS,373,1
2025-01-01,NARANJO,373,1
2025-01-01,FUSTER,372,1
2025-01-01,GIBERT,372,1
2025-01-01,FRIAS,371,2
2025-01-01,MOLINS,371,2
2025-01-01,ARCE,370,2
2025-01-01,MADRID,370,2
2025-01-01,MASIP,370,2
2025-01-01,OLLE,370,2
2025-01-01,JARA,369,1
2025-01-01,CARRANZA,368,1
2025-01-01,CASTELLA,368,2
2025-01-01,PORRAS,368,2
2025-01-01,SERNA,368,2
2025-01-01,ACEVEDO,367,2
2025-01-01,BALAGUER,367,2
2025-01-01,CERVANTES,367,2
2025-01-01,DAVILA,367,1
2025-01-01,PINO,367,2
2025-01-01,PRADO,367,1
2025-01-01,SASTRE,367,2
2025-01-01,CABRE,366,1
2025-01-01,AVILES,364,1
2025-01-01,TEJADA,364,1
2025-01-01,CARREÑO,363,1
2025-01-01,GONZALO,363,2
2025-01-01,PARERA,363,1
2025-01-01,DE LA ROSA,362,1
2025-01-01,GONZALO,362,1
2025-01-01,PLANA,362,2
2025-01-01,QUIROGA,362,1
2025-01-01,REINA,362,2
2025-01-01,TOLEDO,362,1
2025-01-01,MACHADO,361,1
2025-01-01,PALOMINO,361,1
2025-01-01,YU,361,1
2025-01-01,CAMARA,360,1
2025-01-01,HUERTA,360,1
2025-01-01,TORRENTS,360,1
2025-01-01,NARANJO,359,2
2025-01-01,TELLO,359,1
2025-01-01,VALDES,359,1
2025-01-01,VELAZQUEZ,359,2
2025-01-01,ARTIGAS,358,1
2025-01-01,CABRE,358,2
2025-01-01,HARO,358,1
2025-01-01,PAEZ,358,2
2025-01-01,VILANOVA,358,2
2025-01-01,ARRANZ,357,2
2025-01-01,GUARDIA,357,1
2025-01-01,LLORENTE,357,2
2025-01-01,MEZA,356,2
2025-01-01,SUN,356,1
2025-01-01,FUSTE,355,1
2025-01-01,PARES,355,2
2025-01-01,SERNA,355,1
2025-01-01,TEIXIDO,355,1
2025-01-01,CESPEDES,354,2
2025-01-01,AGUADO,353,2
2025-01-01,MOSQUERA,353,2
2025-01-01,PIZARRO,353,1
2025-01-01,MONTESINOS,352,1
2025-01-01,VILALTA,352,1
2025-01-01,AMOROS,351,2
2025-01-01,DE OLIVEIRA,351,2
2025-01-01,HERRANZ,351,2
2025-01-01,JORDAN,351,2
2025-01-01,MELENDEZ,351,1
2025-01-01,LOSADA,350,2
2025-01-01,HUERTA,349,2
2025-01-01,MACIA,349,1
2025-01-01,RAVENTOS,349,1
2025-01-01,CEDEÑO,348,1
2025-01-01,CESPEDES,348,1
2025-01-01,SIMO,348,1
2025-01-01,CLIMENT,347,1
2025-01-01,TORRENT,347,2
2025-01-01,MADRID,346,1
2025-01-01,MEDRANO,346,2
2025-01-01,RICART,346,1
2025-01-01,ROMEU,346,2
2025-01-01,ALBERT,345,1
2025-01-01,CANOVAS,345,2
2025-01-01,GARZON,345,2
2025-01-01,GIRALT,345,2
2025-01-01,MATOS,345,2
2025-01-01,NEBOT,345,1
2025-01-01,VILAR,345,1
2025-01-01,VIVAS,345,2
2025-01-01,ALVES,344,1
2025-01-01,AVILES,344,2
2025-01-01,CEDEÑO,344,2
2025-01-01,ESPEJO,344,1
2025-01-01,FERRANDO,344,2
2025-01-01,LLOPIS,344,2
2025-01-01,QUEROL,344,2
2025-01-01,OLIVERAS,343,1
2025-01-01,RICART,343,2
2025-01-01,ROCHA,343,1
2025-01-01,VENDRELL,343,1
2025-01-01,BOADA,342,1
2025-01-01,CANOVAS,342,1
2025-01-01,CASTILLA,342,2
2025-01-01,DUQUE,342,2
2025-01-01,JOVE,342,1
2025-01-01,QUIROGA,342,2
2025-01-01,ROMEU,342,1
2025-01-01,SAIZ,342,2
2025-01-01,MORILLO,341,2
2025-01-01,MUR,341,2
2025-01-01,VILAR,341,2
2025-01-01,MACHADO,340,2
2025-01-01,MELENDEZ,340,2
2025-01-01,PALACIO,340,1
2025-01-01,PEIRO,340,2
2025-01-01,ROCHA,340,2
2025-01-01,SEVILLA,340,1
2025-01-01,BALCELLS,339,2
2025-01-01,FUERTES,339,1
2025-01-01,LLOPIS,339,1
2025-01-01,TENA,339,1
2025-01-01,MOYANO,338,1
2025-01-01,BERENGUER,337,1
2025-01-01,CORDOVA,336,2
2025-01-01,FUSTE,336,2
2025-01-01,LOSADA,336,1
2025-01-01,MAHMOOD,336,1
2025-01-01,MEDRANO,336,1
2025-01-01,SARMIENTO,336,1
2025-01-01,CALVET,335,2
2025-01-01,GUARDIA,335,2
2025-01-01,JORDAN,335,1
2025-01-01,MACIA,335,2
2025-01-01,PEIRO,335,1
2025-01-01,CARBALLO,334,1
2025-01-01,LLUCH,334,2
2025-01-01,VILASECA,334,2
2025-01-01,GARZON,333,1
2025-01-01,HUERTAS,333,1
2025-01-01,JANE,333,2
2025-01-01,MATAS,333,1
2025-01-01,MOSQUERA,333,1
2025-01-01,QUERALT,333,1
2025-01-01,ALCALDE,332,1
2025-01-01,DE LA ROSA,332,2
2025-01-01,GUELL,332,1
2025-01-01,MUR,332,1
2025-01-01,PARES,332,1
2025-01-01,POCH,332,1
2025-01-01,REIG,332,1
2025-01-01,REIG,332,2
2025-01-01,ROURA,332,1
2025-01-01,SALCEDO,332,1
2025-01-01,TENA,332,2
2025-01-01,VILALTA,332,2
2025-01-01,BOU,331,2
2025-01-01,PALOMINO,331,2
2025-01-01,SASTRE,331,1
2025-01-01,TEJADA,331,2
2025-01-01,CALVET,330,1
2025-01-01,GIBERT,330,2
2025-01-01,MARI,330,1
2025-01-01,PELAEZ,330,1
2025-01-01,VIVAS,330,1
2025-01-01,CALERO,329,1
2025-01-01,FOLCH,329,1
2025-01-01,ZHAO,329,1
2025-01-01,ALCALDE,328,2
2025-01-01,JOVER,328,1
2025-01-01,SIMO,328,2
2025-01-01,BIBI,327,1
2025-01-01,CEBRIAN,327,2
2025-01-01,HERAS,327,1
2025-01-01,ULLAH,327,1
2025-01-01,BERENGUER,326,2
2025-01-01,CASTILLA,326,1
2025-01-01,CORDOVA,326,1
2025-01-01,NEBOT,326,2
2025-01-01,PALACIO,326,2
2025-01-01,PARVEEN,326,2
2025-01-01,PORRAS,326,1
2025-01-01,GUARDIOLA,325,1
2025-01-01,JARA,325,2
2025-01-01,LLORENTE,325,1
2025-01-01,MORILLO,325,1
2025-01-01,OCAÑA,325,2
2025-01-01,BELLO,324,1
2025-01-01,BORRELL,324,2
2025-01-01,CAÑAS,324,1
2025-01-01,FONSECA,324,1
2025-01-01,OLLER,324,2
2025-01-01,PELAEZ,324,2
2025-01-01,ALCALA,323,2
2025-01-01,ARRIBAS,323,1
2025-01-01,BELLO,323,2
2025-01-01,CARRANZA,323,2
2025-01-01,DE OLIVEIRA,323,1
2025-01-01,JI,323,1
2025-01-01,LLUCH,323,1
2025-01-01,MONTESINOS,323,2
2025-01-01,CHAMORRO,322,1
2025-01-01,NICOLAS,322,1
2025-01-01,PALOMAR,322,1
2025-01-01,PERIS,322,2
2025-01-01,SARMIENTO,322,2
2025-01-01,LLORET,320,1
2025-01-01,OLIVERAS,320,2
2025-01-01,SAENZ,320,1
2025-01-01,CAMPILLO,319,1
2025-01-01,FERRANDO,319,1
2025-01-01,FUERTES,319,2
2025-01-01,PIQUE,319,1
2025-01-01,VALDES,319,2
2025-01-01,MELERO,318,2
2025-01-01,PATIÑO,318,1
2025-01-01,BOADA,317,2
2025-01-01,HARO,317,2
2025-01-01,MOYANO,317,2
2025-01-01,NICOLAS,317,2
2025-01-01,SALVADO,317,2
2025-01-01,CEBRIAN,316,1
2025-01-01,PATIÑO,316,2
2025-01-01,VILASECA,316,1
2025-01-01,ROSELLO,315,2
2025-01-01,LEIVA,314,1
2025-01-01,BUSTOS,313,1
2025-01-01,CANALES,313,2
2025-01-01,COLOM,313,2
2025-01-01,CUELLAR,313,1
2025-01-01,PIERA,313,1
2025-01-01,SANCHIS,313,1
2025-01-01,LEIVA,312,2
2025-01-01,ADELL,311,1
2025-01-01,BAEZ,311,2
2025-01-01,ROSELLO,311,1
2025-01-01,SALMERON,311,1
2025-01-01,MERCADO,310,1
2025-01-01,MOLINER,310,1
2025-01-01,MONTENEGRO,309,1
2025-01-01,PEREA,309,2
2025-01-01,TORRENTS,309,2
2025-01-01,BARROSO,308,1
2025-01-01,FOLCH,308,2
2025-01-01,TAMAYO,308,2
2025-01-01,COROMINAS,307,2
2025-01-01,CORRALES,307,1
2025-01-01,GUARDIOLA,307,2
2025-01-01,QUIROZ,307,2
2025-01-01,TOVAR,307,2
2025-01-01,ARIZA,306,2
2025-01-01,COROMINAS,306,1
2025-01-01,PONT,306,1
2025-01-01,QUIROZ,306,1
2025-01-01,SALVADO,306,1
2025-01-01,CUADRADO,305,1
2025-01-01,PIQUE,305,2
2025-01-01,RECIO,305,2
2025-01-01,SALGUERO,305,1
2025-01-01,ARJONA,304,2
2025-01-01,CERDA,304,2
2025-01-01,COMA,304,2
2025-01-01,MATOS,304,1
2025-01-01,RESTREPO,304,1
2025-01-01,ARTIGAS,303,2
2025-01-01,ASHRAF,303,1
2025-01-01,BAENA,303,2
2025-01-01,TAMAYO,303,1
2025-01-01,BATALLA,302,1
2025-01-01,FERRERAS,302,2
2025-01-01,SALCEDO,302,2
2025-01-01,ALBERT,301,2
2025-01-01,BAEZ,301,1
2025-01-01,CANALES,301,1
2025-01-01,FERRERAS,301,1
2025-01-01,MANRIQUE,301,2
2025-01-01,ABELLA,300,2
2025-01-01,BAENA,300,1
2025-01-01,BARRAGAN,300,1
2025-01-01,BARROSO,300,2
2025-01-01,CALERO,300,2
2025-01-01,CALLE,300,1
2025-01-01,MANRIQUE,300,1
2025-01-01,SALMERON,300,2
2025-01-01,VALDIVIA,300,1
2025-01-01,BARO,299,1
2025-01-01,GUELL,299,2
2025-01-01,RECIO,299,1
2025-01-01,SAENZ,299,2
2025-01-01,VALDEZ,299,2
2025-01-01,HU,298,1
2025-01-01,JOVE,298,2
2025-01-01,MONTENEGRO,298,2
2025-01-01,SEBASTIAN,298,2
2025-01-01,BARTOLOME,297,1
2025-01-01,LLORET,297,2
2025-01-01,NARVAEZ,297,2
2025-01-01,ARAGONES,296,1
2025-01-01,ARIZA,296,1
2025-01-01,JORDA,296,2
2025-01-01,MAMANI,296,2
2025-01-01,MURCIA,296,1
2025-01-01,PI,296,1
2025-01-01,CANTERO,295,1
2025-01-01,BARBERA,294,1
2025-01-01,CUELLAR,294,2
2025-01-01,OLIVERA,294,1
2025-01-01,ROMERA,294,1
2025-01-01,TEIXIDO,294,2
2025-01-01,ABELLA,293,1
2025-01-01,ARRIBAS,293,2
2025-01-01,NARVAEZ,293,1
2025-01-01,PIZARRO,293,2
2025-01-01,ALCALA,292,1
2025-01-01,BARO,292,2
2025-01-01,JULIAN,292,1
2025-01-01,LLADO,292,1
2025-01-01,ORIOL,292,1
2025-01-01,BARBERO,291,2
2025-01-01,CLIMENT,291,2
2025-01-01,GOMES,291,1
2025-01-01,GUITART,291,1
2025-01-01,MAYOR,291,1
2025-01-01,PARERA,291,2
2025-01-01,PIERA,291,2
2025-01-01,SANJUAN,291,2
2025-01-01,SEGOVIA,291,1
2025-01-01,TELLO,291,2
2025-01-01,BARRIO,289,2
2025-01-01,ENRIQUEZ,289,2
2025-01-01,ESPEJO,289,2
2025-01-01,BARAHONA,288,1
2025-01-01,FORTUNY,288,1
2025-01-01,MERCADO,288,2
2025-01-01,MOLINER,288,2
2025-01-01,MONGE,288,1
2025-01-01,BRITO,287,2
2025-01-01,JULIAN,287,2
2025-01-01,MEJIAS,287,2
2025-01-01,TIRADO,287,2
2025-01-01,VERGES,287,2
2025-01-01,ACUÑA,286,2
2025-01-01,BUTT,286,1
2025-01-01,GUITART,286,2
2025-01-01,PUJADAS,286,1
2025-01-01,RAVENTOS,286,2
2025-01-01,CORRALES,285,2
2025-01-01,DE CASTRO,285,2
2025-01-01,HUERTAS,285,2
2025-01-01,PUENTE,285,1
2025-01-01,ACUÑA,284,1
2025-01-01,CAMPILLO,284,2
2025-01-01,CERDA,284,1
2025-01-01,IBARRA,284,1
2025-01-01,MATAS,284,2
2025-01-01,NAWAZ,284,1
2025-01-01,PONT,284,2
2025-01-01,SERRAT,284,1
2025-01-01,SUÑE,284,1
2025-01-01,VILCHEZ,284,2
2025-01-01,ABRIL,283,2
2025-01-01,FERRAN,283,1
2025-01-01,LLADO,283,2
2025-01-01,MELLADO,283,2
2025-01-01,PELLICER,283,2
2025-01-01,ARTEAGA,282,2
2025-01-01,ASLAM,282,1
2025-01-01,BARBERO,282,1
2025-01-01,YAÑEZ,282,2
2025-01-01,BELLIDO,281,2
2025-01-01,OLMOS,281,1
2025-01-01,PI,281,2
2025-01-01,RIU,281,1
2025-01-01,ADELL,280,2
2025-01-01,FERRAN,280,2
2025-01-01,SANJUAN,280,1
2025-01-01,SARDA,280,1
2025-01-01,JORDA,279,1
2025-01-01,MERCADER,279,1
2025-01-01,OLIVEIRA,279,1
2025-01-01,TOVAR,279,1
2025-01-01,ABRIL,278,1
2025-01-01,COBOS,278,1
2025-01-01,ALCAZAR,277,2
2025-01-01,CHAMORRO,277,2
2025-01-01,SEGOVIA,277,2
2025-01-01,TORT,277,1
2025-01-01,ARTEAGA,276,1
2025-01-01,BRITO,276,1
2025-01-01,CAMARA,276,2
2025-01-01,COMA,276,1
2025-01-01,ROURA,276,2
2025-01-01,SAURA,276,1
2025-01-01,VILCHEZ,276,1
2025-01-01,BARRAGAN,275,2
2025-01-01,BENAVIDES,275,1
2025-01-01,MELERO,275,1
2025-01-01,PERALES,275,2
2025-01-01,AGUSTI,274,1
2025-01-01,BUSTOS,274,2
2025-01-01,EDO,274,1
2025-01-01,HERAS,274,2
2025-01-01,PUERTO,274,2
2025-01-01,SANCHIS,274,2
2025-01-01,VALERA,274,2
2025-01-01,COLOM,273,1
2025-01-01,MARTINS,273,1
2025-01-01,TERUEL,273,1
2025-01-01,TORNE,273,1
2025-01-01,BARBERA,272,2
2025-01-01,EDO,272,2
2025-01-01,GRAS,272,1
2025-01-01,JOVER,272,2
2025-01-01,QUERALT,272,2
2025-01-01,CALLE,271,2
2025-01-01,FLOREZ,271,2
2025-01-01,PELLICER,271,1
2025-01-01,PENA,271,2
2025-01-01,ROMERA,271,2
2025-01-01,SAURA,271,2
2025-01-01,BARTOLOME,270,2
2025-01-01,MONTAÑO,270,2
2025-01-01,ARAGONES,269,2
2025-01-01,COCA,269,1
2025-01-01,MARI,269,2
2025-01-01,PUENTE,269,2
2025-01-01,TERUEL,269,2
2025-01-01,CUADRADO,268,2
2025-01-01,LLOP,268,2
2025-01-01,RESTREPO,268,2
2025-01-01,SALGUERO,268,2
2025-01-01,TEJERO,268,1
2025-01-01,VIZCAINO,268,1
2025-01-01,GUIJARRO,267,2
2025-01-01,ISERN,267,1
2025-01-01,JEREZ,267,1
2025-01-01,PARIS,267,1
2025-01-01,COBOS,266,2
2025-01-01,FELIZ,266,1
2025-01-01,GORDILLO,266,1
2025-01-01,HE,266,1
2025-01-01,JEREZ,266,2
2025-01-01,MARCH,266,1
2025-01-01,CASES,265,2
2025-01-01,LONDOÑO,265,1
2025-01-01,MONGE,265,2
2025-01-01,MONTILLA,265,2
2025-01-01,QUIÑONES,265,2
2025-01-01,ZAFRA,265,1
2025-01-01,CANAL,264,1
2025-01-01,FERREIRO,264,2
2025-01-01,CABEZA,263,2
2025-01-01,DEL CASTILLO,263,2
2025-01-01,PALLAS,263,1
2025-01-01,RIU,263,2
2025-01-01,BELLIDO,262,1
2025-01-01,FREIRE,262,1
2025-01-01,LONDOÑO,262,2
2025-01-01,OLMOS,262,2
2025-01-01,POU,262,1
2025-01-01,RODRIGUES,262,2
2025-01-01,SALDAÑA,262,2
2025-01-01,BARAHONA,261,2
2025-01-01,FARRES,261,1
2025-01-01,FERNANDES,261,1
2025-01-01,GALLART,261,2
2025-01-01,GILABERT,261,1
2025-01-01,LLOP,261,1
2025-01-01,MONTILLA,261,1
2025-01-01,PAREJA,261,2
2025-01-01,SERRAT,261,2
2025-01-01,UBEDA,261,1
2025-01-01,BARRIO,260,1
2025-01-01,BAÑOS,260,1
2025-01-01,ESPINAL,260,1
2025-01-01,FERREIRO,260,1
2025-01-01,FRANCISCO,260,1
2025-01-01,IBARRA,260,2
2025-01-01,LIMA,260,2
2025-01-01,MAYOR,260,2
2025-01-01,TEJEDOR,260,1
2025-01-01,PAVON,259,2
2025-01-01,GALERA,258,1
2025-01-01,GOMEZ,258,3
2025-01-01,MARIMON,258,1
2025-01-01,MERCADER,258,2
2025-01-01,MONTAÑO,258,1
2025-01-01,NOGUES,258,2
2025-01-01,OLIVELLA,258,1
2025-01-01,PRADES,258,1
2025-01-01,PUERTAS,258,2
2025-01-01,TIRADO,258,1
2025-01-01,BARBOSA,257,1
2025-01-01,CASES,257,1
2025-01-01,DEL CASTILLO,257,1
2025-01-01,MELLADO,257,1
2025-01-01,PAREJA,257,1
2025-01-01,VALERA,257,1
2025-01-01,DE JESUS,256,1
2025-01-01,DE MIGUEL,256,1
2025-01-01,ESCALANTE,256,1
2025-01-01,ESPAÑOL,256,1
2025-01-01,GUIJARRO,256,1
2025-01-01,LEE,256,1
2025-01-01,PAN,256,1
2025-01-01,TORRALBA,256,1
2025-01-01,CASTELLANO,255,1
2025-01-01,DE MIGUEL,255,2
2025-01-01,MAURI,255,1
2025-01-01,MONFORT,255,1
2025-01-01,DE CASTRO,254,1
2025-01-01,FERRERO,254,1
2025-01-01,KOUSAR,254,2
2025-01-01,PALOMO,254,1
2025-01-01,SILVESTRE,254,1
2025-01-01,YUSTE,254,2
2025-01-01,ARSHAD,253,1
2025-01-01,CEBALLOS,253,2
2025-01-01,ESCALANTE,253,2
2025-01-01,LAHOZ,253,2
2025-01-01,LLOPART,253,1
2025-01-01,BAÑOS,252,2
2025-01-01,CABEZA,252,1
2025-01-01,CAÑAS,252,2
2025-01-01,CENTENO,252,1
2025-01-01,PARIS,252,2
2025-01-01,POVEDA,252,2
2025-01-01,SUÑE,252,2
2025-01-01,ABELLAN,251,1
2025-01-01,ARJONA,251,1
2025-01-01,CANTERO,251,2
2025-01-01,GORDILLO,251,2
2025-01-01,VALL,251,2
2025-01-01,AGUILA,250,2
2025-01-01,HINOJOSA,250,2
2025-01-01,MIRET,250,1
2025-01-01,VALL,250,1
2025-01-01,AVALOS,249,2
2025-01-01,ESPINAL,249,2
2025-01-01,FLOREZ,249,1
2025-01-01,PALOMO,249,2
2025-01-01,PUJADAS,249,2
2025-01-01,GALLART,248,1
2025-01-01,GUAL,248,1
2025-01-01,LAGUNA,248,2
2025-01-01,MURCIA,248,2
2025-01-01,NICOLAU,248,1
2025-01-01,PERELLO,248,1
2025-01-01,SARDA,248,2
2025-01-01,TARRAGO,248,1
2025-01-01,TEJEDOR,248,2
2025-01-01,VIZCAINO,248,2
2025-01-01,ANGLADA,247,1
2025-01-01,BERNAT,247,1
2025-01-01,COCA,247,2
2025-01-01,POVEDA,247,1
2025-01-01,SABATER,247,2
2025-01-01,ARELLANO,246,2
2025-01-01,BORREGO,246,2
2025-01-01,DE LEON,246,2
2025-01-01,LLANOS,246,1
2025-01-01,MOLERO,246,1
2025-01-01,PARADA,246,1
2025-01-01,RIBES,246,1
2025-01-01,SEPULVEDA,246,2
2025-01-01,CORONADO,245,2
2025-01-01,GIRON,245,1
2025-01-01,HOYOS,245,2
2025-01-01,OCAÑA,245,1
2025-01-01,ZUÑIGA,245,2
2025-01-01,BALAGUE,244,1
2025-01-01,CREUS,244,2
2025-01-01,DORADO,244,1
