Data_Referencia,COGNOM,Valor,ORDRE_COGNOM
2024-01-01,POZO,478,2
2024-01-01,BALLESTEROS,477,1
2024-01-01,BELMONTE,477,2
2024-01-01,DE LA TORRE,476,1
2024-01-01,OLIVE,476,1
2024-01-01,OROZCO,476,1
2024-01-01,PULIDO,476,2
2024-01-01,SOLIS,475,2
2024-01-01,ALBA,473,2
2024-01-01,ANDRADE,473,1
2024-01-01,BEGUM,473,1
2024-01-01,CABELLO,471,2
2024-01-01,ALEGRE,470,2
2024-01-01,MENA,470,1
2024-01-01,BOIX,469,1
2024-01-01,LAFUENTE,468,2
2024-01-01,LEAL,468,1
2024-01-01,BLAZQUEZ,467,2
2024-01-01,TORRAS,466,2
2024-01-01,ARMENGOL,465,2
2024-01-01,QUISPE,465,1
2024-01-01,PALMA,464,1
2024-01-01,ARAUJO,463,1
2024-01-01,DEL RIO,463,1
2024-01-01,PALMA,463,2
2024-01-01,ZARAGOZA,463,1
2024-01-01,FABREGAS,462,2
2024-01-01,MARTORELL,462,2
2024-01-01,MESA,462,1
2024-01-01,CAMPO,460,2
2024-01-01,PORTA,460,2
2024-01-01,ARNAU,459,2
2024-01-01,BARBA,459,2
2024-01-01,GASCON,459,2
2024-01-01,HUANG,459,1
2024-01-01,MONTSERRAT,459,2
2024-01-01,OLIVARES,459,1
2024-01-01,BATLLE,458,2
2024-01-01,DE LA TORRE,458,2
2024-01-01,VALENZUELA,458,2
2024-01-01,JULIA,457,2
2024-01-01,ARAUJO,456,2
2024-01-01,VELA,456,1
2024-01-01,RAHMAN,455,1
2024-01-01,BUSQUETS,454,1
2024-01-01,BARCELO,453,2
2024-01-01,BATISTA,453,2
2024-01-01,FERREIRA,453,2
2024-01-01,RIBA,452,1
2024-01-01,ANGULO,451,1
2024-01-01,MESTRES,451,2
2024-01-01,MIQUEL,451,1
2024-01-01,CAPARROS,450,1
2024-01-01,LAFUENTE,450,1
2024-01-01,OJEDA,450,1
2024-01-01,CASTAÑEDA,448,2
2024-01-01,ANGULO,447,2
2024-01-01,CABEZAS,447,1
2024-01-01,OLLE,447,1
2024-01-01,TORRENT,446,1
2024-01-01,ISLAM,445,1
2024-01-01,PIÑOL,445,1
2024-01-01,ANDRADE,443,2
2024-01-01,GINER,443,1
2024-01-01,PIÑOL,443,2
2024-01-01,CAMPO,442,1
2024-01-01,VELA,442,2
2024-01-01,COLOMER,440,1
2024-01-01,CORDERO,440,2
2024-01-01,MENA,440,2
2024-01-01,ORELLANA,440,1
2024-01-01,FABREGAS,439,1
2024-01-01,MORERA,439,2
2024-01-01,VALENZUELA,439,1
2024-01-01,CATALA,438,1
2024-01-01,ARNAU,437,1
2024-01-01,JIN,437,1
2024-01-01,ORELLANA,437,2
2024-01-01,VERGARA,437,1
2024-01-01,VILLA,437,2
2024-01-01,ROJO,436,1
2024-01-01,ROSA,436,1
2024-01-01,AMOROS,435,1
2024-01-01,GINER,435,2
2024-01-01,AREVALO,434,2
2024-01-01,LLOBET,434,2
2024-01-01,CARO,433,2
2024-01-01,SALES,433,2
2024-01-01,HUGUET,432,1
2024-01-01,NAVARRETE,432,1
2024-01-01,OLIVARES,432,2
2024-01-01,CONESA,431,1
2024-01-01,PORTILLO,431,1
2024-01-01,BERMEJO,430,1
2024-01-01,DOS SANTOS,430,1
2024-01-01,BORRELL,429,1
2024-01-01,ESCRIBANO,429,2
2024-01-01,PLANA,429,1
2024-01-01,BALAGUER,428,1
2024-01-01,BUSQUETS,428,2
2024-01-01,CASTAÑEDA,428,1
2024-01-01,FAJARDO,426,1
2024-01-01,SOLSONA,425,2
2024-01-01,CORRAL,424,1
2024-01-01,MORAL,424,1
2024-01-01,SALES,424,1
2024-01-01,BECERRA,423,2
2024-01-01,BLAZQUEZ,422,1
2024-01-01,TORO,422,1
2024-01-01,CARO,421,1
2024-01-01,CASTELLANOS,421,2
2024-01-01,VERGES,421,1
2024-01-01,FABREGAT,420,1
2024-01-01,MORAL,420,2
2024-01-01,CORRAL,419,2
2024-01-01,MONTSERRAT,419,1
2024-01-01,MOREIRA,419,1
2024-01-01,CAPARROS,417,2
2024-01-01,CASTELLA,417,1
2024-01-01,EGEA,417,2
2024-01-01,FABREGAT,416,2
2024-01-01,HERRANZ,416,1
2024-01-01,ROJO,416,2
2024-01-01,COLOMER,414,2
2024-01-01,OJEDA,413,2
2024-01-01,PUEYO,413,1
2024-01-01,EGEA,412,1
2024-01-01,ZARAGOZA,412,2
2024-01-01,BECERRA,411,1
2024-01-01,BOU,411,1
2024-01-01,MARTORELL,411,1
2024-01-01,PAEZ,411,1
2024-01-01,PUEYO,411,2
2024-01-01,CARRETERO,410,2
2024-01-01,CID,410,1
2024-01-01,GODOY,410,1
2024-01-01,OROZCO,410,2
2024-01-01,JARAMILLO,409,2
2024-01-01,AKHTAR,408,2
2024-01-01,HUGUET,408,2
2024-01-01,SHAHZAD,407,1
2024-01-01,AKHTAR,406,1
2024-01-01,CARRION,406,1
2024-01-01,MIQUEL,406,2
2024-01-01,ZHENG,406,1
2024-01-01,CASTELLANOS,405,1
2024-01-01,FRIAS,405,1
2024-01-01,NAVARRETE,405,2
2024-01-01,ROSA,405,2
2024-01-01,AREVALO,404,1
2024-01-01,COBO,403,2
2024-01-01,FAJARDO,403,2
2024-01-01,FELIU,403,1
2024-01-01,SOLSONA,403,1
2024-01-01,SEVILLA,402,2
2024-01-01,OLIVE,401,2
2024-01-01,MASIP,400,1
2024-01-01,MEHMOOD,400,1
2024-01-01,RIBA,400,2
2024-01-01,AGUADO,398,1
2024-01-01,CORDERO,398,1
2024-01-01,JARAMILLO,398,1
2024-01-01,MOLINS,398,1
2024-01-01,QUEROL,398,1
2024-01-01,GIRALT,397,1
2024-01-01,ALEMANY,396,1
2024-01-01,CABELLO,396,1
2024-01-01,PORTILLO,396,2
2024-01-01,RINCON,396,1
2024-01-01,PRADO,395,2
2024-01-01,CARRETERO,394,1
2024-01-01,FUSTER,394,2
2024-01-01,PERIS,394,1
2024-01-01,RAZA,394,1
2024-01-01,COBO,393,1
2024-01-01,SAIZ,393,1
2024-01-01,GRANADOS,392,1
2024-01-01,PULIDO,392,1
2024-01-01,ARAGON,391,1
2024-01-01,CATALA,391,2
2024-01-01,CERVANTES,391,1
2024-01-01,GUASCH,390,2
2024-01-01,JANE,390,1
2024-01-01,MENENDEZ,390,2
2024-01-01,ALFARO,389,2
2024-01-01,OLLER,389,1
2024-01-01,RINCON,389,2
2024-01-01,VENDRELL,389,2
2024-01-01,CARBO,388,1
2024-01-01,GIRALDO,388,1
2024-01-01,GIRALDO,388,2
2024-01-01,HASSAN,388,1
2024-01-01,REINA,388,1
2024-01-01,TORO,388,2
2024-01-01,VILANOVA,388,1
2024-01-01,ALFARO,386,1
2024-01-01,CABEZAS,386,2
2024-01-01,CARRION,386,2
2024-01-01,PRADO,386,1
2024-01-01,VELAZQUEZ,386,1
2024-01-01,CONESA,385,2
2024-01-01,CORDOBA,385,2
2024-01-01,CARBO,384,2
2024-01-01,ESCRIBANO,384,1
2024-01-01,MENENDEZ,384,1
2024-01-01,ACEVEDO,383,1
2024-01-01,REQUENA,383,1
2024-01-01,ARCE,382,1
2024-01-01,DUQUE,382,1
2024-01-01,MOREIRA,382,2
2024-01-01,CID,381,2
2024-01-01,FUSTER,381,1
2024-01-01,MASIP,381,2
2024-01-01,BALCELLS,380,1
2024-01-01,FELIU,380,2
2024-01-01,PINO,380,1
2024-01-01,ALEMANY,379,2
2024-01-01,CASTELLA,379,2
2024-01-01,GRANADOS,379,2
2024-01-01,OLLE,379,2
2024-01-01,GAMEZ,378,2
2024-01-01,CABRE,377,1
2024-01-01,ARAGON,376,2
2024-01-01,MADRID,376,2
2024-01-01,SASTRE,376,2
2024-01-01,AMAT,375,2
2024-01-01,BUSTAMANTE,374,1
2024-01-01,ELIAS,374,2
2024-01-01,CARBALLO,373,2
2024-01-01,MOLINS,373,2
2024-01-01,REQUENA,373,2
2024-01-01,RODRIGUES,373,1
2024-01-01,ARCE,372,2
2024-01-01,ARRANZ,372,1
2024-01-01,FRIAS,372,2
2024-01-01,GAMEZ,372,1
2024-01-01,GODOY,372,2
2024-01-01,REINA,372,2
2024-01-01,BALAGUER,371,2
2024-01-01,CARREÑO,371,2
2024-01-01,MEZA,371,1
2024-01-01,VILANOVA,371,2
2024-01-01,GONZALO,370,1
2024-01-01,TOLEDO,370,2
2024-01-01,GIBERT,369,1
2024-01-01,GUARDIA,369,1
2024-01-01,NARANJO,369,1
2024-01-01,VALDEZ,369,1
2024-01-01,ACEVEDO,368,2
2024-01-01,FUSTE,368,1
2024-01-01,JIANG,368,1
2024-01-01,KUMAR,368,1
2024-01-01,GONZALO,367,2
2024-01-01,TORRENTS,367,1
2024-01-01,TEIXIDO,366,1
2024-01-01,TOLEDO,366,1
2024-01-01,CORDOBA,365,1
2024-01-01,DAVILA,365,2
2024-01-01,DE LA ROSA,365,1
2024-01-01,MIAH,365,1
2024-01-01,DAVILA,364,1
2024-01-01,AMOROS,363,2
2024-01-01,ARRANZ,363,2
2024-01-01,AVILES,363,1
2024-01-01,CABRE,363,2
2024-01-01,PEREA,363,1
2024-01-01,SERNA,363,2
2024-01-01,HARO,362,1
2024-01-01,LOSADA,362,2
2024-01-01,PORRAS,362,2
2024-01-01,TEJADA,362,1
2024-01-01,JARA,361,1
2024-01-01,NARANJO,361,2
2024-01-01,QUIROGA,361,1
2024-01-01,PARERA,360,1
2024-01-01,HERRANZ,359,2
2024-01-01,LLOPIS,359,2
2024-01-01,MADRID,359,1
2024-01-01,PINO,359,2
2024-01-01,VELAZQUEZ,359,2
2024-01-01,ARTIGAS,358,1
2024-01-01,BUSTAMANTE,358,2
2024-01-01,HUERTA,358,1
2024-01-01,HUERTA,358,2
2024-01-01,CLIMENT,357,1
2024-01-01,LLORENTE,357,2
2024-01-01,PARES,357,2
2024-01-01,SERNA,357,1
2024-01-01,CARREÑO,356,1
2024-01-01,CERVANTES,356,2
2024-01-01,PLANA,355,2
2024-01-01,RICART,355,2
2024-01-01,ROMEU,355,2
2024-01-01,VALDES,354,1
2024-01-01,NEBOT,353,1
2024-01-01,PALOMINO,353,1
2024-01-01,PEIRO,353,2
2024-01-01,VILAR,353,1
2024-01-01,FERRANDO,352,2
2024-01-01,MONTESINOS,352,1
2024-01-01,TELLO,352,1
2024-01-01,RICART,351,1
2024-01-01,TORRENT,351,2
2024-01-01,AGUADO,350,2
2024-01-01,ALBERT,350,1
2024-01-01,CARRANZA,350,1
2024-01-01,FUERTES,350,1
2024-01-01,GIRALT,350,2
2024-01-01,SIMO,350,1
2024-01-01,UDDIN,350,1
2024-01-01,MACIA,349,1
2024-01-01,OLIVERAS,349,1
2024-01-01,PEIRO,349,1
2024-01-01,QUEROL,349,2
2024-01-01,CANOVAS,348,1
2024-01-01,ROMEU,348,1
2024-01-01,CANOVAS,347,2
2024-01-01,CESPEDES,347,1
2024-01-01,JORDAN,347,2
2024-01-01,MUR,347,2
2024-01-01,VILALTA,347,1
2024-01-01,CALVET,346,2
2024-01-01,LLOPIS,346,1
2024-01-01,LOSADA,346,1
2024-01-01,PAEZ,346,2
2024-01-01,ROCHA,346,1
2024-01-01,SAIZ,346,2
2024-01-01,CAMARA,345,1
2024-01-01,ESPEJO,345,1
2024-01-01,RAVENTOS,345,1
2024-01-01,TENA,345,1
2024-01-01,CESPEDES,344,2
2024-01-01,JOVE,344,1
2024-01-01,REIG,344,2
2024-01-01,VENDRELL,344,1
2024-01-01,MOSQUERA,343,1
2024-01-01,YU,343,1
2024-01-01,BALCELLS,342,2
2024-01-01,JORDAN,342,1
2024-01-01,PIZARRO,342,1
2024-01-01,MATAS,341,1
2024-01-01,VIVAS,341,2
2024-01-01,BERENGUER,340,1
2024-01-01,CASTILLA,340,2
2024-01-01,MACIA,340,2
2024-01-01,OLLER,340,2
2024-01-01,VILALTA,340,2
2024-01-01,VILAR,340,2
2024-01-01,BOADA,339,1
2024-01-01,GARZON,338,2
2024-01-01,LLUCH,338,2
2024-01-01,PALACIO,338,1
2024-01-01,ROURA,338,1
2024-01-01,AVILES,337,2
2024-01-01,MUR,337,1
2024-01-01,TENA,337,2
2024-01-01,ALCALDE,336,1
2024-01-01,FOLCH,336,1
2024-01-01,FUSTE,336,2
2024-01-01,GUARDIA,336,2
2024-01-01,MOSQUERA,336,2
2024-01-01,NEBOT,336,2
2024-01-01,BOU,335,2
2024-01-01,CEBRIAN,335,2
2024-01-01,HERAS,335,1
2024-01-01,MARI,335,1
2024-01-01,MELENDEZ,335,1
2024-01-01,MORILLO,335,2
2024-01-01,POCH,335,1
2024-01-01,CASTILLA,334,1
2024-01-01,QUIROGA,334,2
2024-01-01,VILASECA,334,2
2024-01-01,CALVET,333,1
2024-01-01,GARZON,333,1
2024-01-01,JANE,333,2
2024-01-01,JOVER,333,1
2024-01-01,MACHADO,333,1
2024-01-01,MATOS,333,2
2024-01-01,SEVILLA,333,1
2024-01-01,ALCALDE,332,2
2024-01-01,DUQUE,332,2
2024-01-01,PARES,332,1
2024-01-01,PELAEZ,332,1
2024-01-01,SASTRE,332,1
2024-01-01,SUN,332,1
2024-01-01,CAÑAS,331,1
2024-01-01,DE OLIVEIRA,331,1
2024-01-01,DE OLIVEIRA,331,2
2024-01-01,MACHADO,331,2
2024-01-01,MEDRANO,331,1
2024-01-01,OCAÑA,331,2
2024-01-01,QUERALT,331,1
2024-01-01,SIMO,331,2
2024-01-01,ALVES,330,1
2024-01-01,ARRIBAS,330,1
2024-01-01,BERENGUER,330,2
2024-01-01,GIBERT,330,2
2024-01-01,PERIS,330,2
2024-01-01,BELLO,329,2
2024-01-01,HUERTAS,329,1
2024-01-01,PIQUE,329,1
2024-01-01,BIBI,328,1
2024-01-01,BORRELL,328,2
2024-01-01,REIG,328,1
2024-01-01,CALERO,327,1
2024-01-01,FUERTES,327,2
2024-01-01,GUARDIOLA,327,1
2024-01-01,MELENDEZ,327,2
2024-01-01,CEDEÑO,326,2
2024-01-01,LLUCH,326,1
2024-01-01,NICOLAS,326,1
2024-01-01,PORRAS,326,1
2024-01-01,DE LA ROSA,325,2
2024-01-01,LLORENTE,325,1
2024-01-01,LLORET,325,1
2024-01-01,MEDRANO,325,2
2024-01-01,MEZA,325,2
2024-01-01,MORILLO,325,1
2024-01-01,MOYANO,325,1
2024-01-01,CARBALLO,324,1
2024-01-01,NICOLAS,324,2
2024-01-01,SALCEDO,324,1
2024-01-01,BELLO,323,1
2024-01-01,CEBRIAN,323,1
2024-01-01,OLIVERAS,323,2
2024-01-01,PALOMAR,323,1
2024-01-01,PELAEZ,323,2
2024-01-01,ROCHA,323,2
2024-01-01,SARMIENTO,323,1
2024-01-01,VIVAS,323,1
2024-01-01,CAMPILLO,322,1
2024-01-01,GUELL,322,1
2024-01-01,MONTESINOS,322,2
2024-01-01,PALACIO,322,2
2024-01-01,ABELLA,321,2
2024-01-01,ALCALA,321,2
2024-01-01,CORDOVA,321,1
2024-01-01,MELERO,321,2
2024-01-01,TEJADA,321,2
2024-01-01,COLOM,320,2
2024-01-01,ROSELLO,319,2
2024-01-01,CORDOVA,318,2
2024-01-01,SARMIENTO,318,2
2024-01-01,TORRENTS,318,2
2024-01-01,ADELL,317,1
2024-01-01,PALOMINO,317,2
2024-01-01,PATIÑO,317,2
2024-01-01,CARRANZA,316,2
2024-01-01,FERRANDO,316,1
2024-01-01,ROSELLO,316,1
2024-01-01,ULLAH,316,1
2024-01-01,VALDES,316,2
2024-01-01,BUSTOS,315,1
2024-01-01,COROMINAS,315,2
2024-01-01,SALMERON,315,1
2024-01-01,BOADA,314,2
2024-01-01,LEIVA,314,1
2024-01-01,PATIÑO,314,1
2024-01-01,SANCHIS,314,1
2024-01-01,CUELLAR,313,1
2024-01-01,GUARDIOLA,313,2
2024-01-01,SALVADO,313,2
2024-01-01,VILASECA,313,1
2024-01-01,HARO,312,2
2024-01-01,CEDEÑO,311,1
2024-01-01,COROMINAS,311,1
2024-01-01,MAHMOOD,311,1
2024-01-01,MOLINER,311,1
2024-01-01,FOLCH,310,2
2024-01-01,PIERA,310,1
2024-01-01,CERDA,309,2
2024-01-01,COMA,309,2
2024-01-01,ARJONA,308,2
2024-01-01,ARTIGAS,308,2
2024-01-01,JI,308,1
2024-01-01,MOYANO,308,2
2024-01-01,PARVEEN,308,2
2024-01-01,PEREA,308,2
2024-01-01,FERRERAS,306,1
2024-01-01,PIQUE,306,2
2024-01-01,BAENA,305,1
2024-01-01,CHAMORRO,305,1
2024-01-01,LEIVA,305,2
2024-01-01,PONT,305,1
2024-01-01,SAENZ,305,1
2024-01-01,TOVAR,305,2
2024-01-01,ALBERT,304,2
2024-01-01,BARTOLOME,304,1
2024-01-01,JARA,304,2
2024-01-01,JOVE,304,2
2024-01-01,RECIO,304,1
2024-01-01,RESTREPO,304,1
2024-01-01,JORDA,303,2
2024-01-01,LLORET,303,2
2024-01-01,MONGE,303,1
2024-01-01,MURCIA,303,1
2024-01-01,PARERA,303,2
2024-01-01,RECIO,303,2
2024-01-01,SEBASTIAN,303,2
2024-01-01,ABELLA,302,1
2024-01-01,ARIZA,302,2
2024-01-01,BARROSO,302,1
2024-01-01,GUELL,302,2
2024-01-01,ARIZA,301,1
2024-01-01,BARO,301,1
2024-01-01,CALLE,301,1
2024-01-01,SALMERON,301,2
2024-01-01,VALDIVIA,301,1
2024-01-01,ARAGONES,300,1
2024-01-01,CANALES,300,1
2024-01-01,CANALES,300,2
2024-01-01,FERRERAS,300,2
2024-01-01,RAVENTOS,300,2
2024-01-01,TELLO,300,2
2024-01-01,ZHAO,300,1
2024-01-01,BAEZ,299,1
2024-01-01,BARBERA,299,1
2024-01-01,MATAS,299,2
2024-01-01,MAYOR,299,1
2024-01-01,SALGUERO,299,1
2024-01-01,SALVADO,299,1
2024-01-01,TEIXIDO,299,2
2024-01-01,BAENA,298,2
2024-01-01,BARRIO,298,2
2024-01-01,FONSECA,298,1
2024-01-01,MEJIAS,298,2
2024-01-01,BAEZ,297,2
2024-01-01,BARO,297,2
2024-01-01,CUADRADO,297,1
2024-01-01,MANRIQUE,297,1
2024-01-01,MATOS,297,1
2024-01-01,TAMAYO,297,1
2024-01-01,TAMAYO,297,2
2024-01-01,ARRIBAS,296,2
2024-01-01,CORRALES,296,1
2024-01-01,HOSSAIN,296,1
2024-01-01,LLADO,296,1
2024-01-01,SANJUAN,295,2
2024-01-01,BARBERO,294,2
2024-01-01,CANTERO,294,1
2024-01-01,ORIOL,294,1
2024-01-01,QUIROZ,294,1
2024-01-01,ALCALA,293,1
2024-01-01,BARROSO,293,2
2024-01-01,BATALLA,293,1
2024-01-01,CAMPILLO,293,2
2024-01-01,GUITART,293,1
2024-01-01,GUITART,293,2
2024-01-01,HUERTAS,293,2
2024-01-01,PIERA,293,2
2024-01-01,SALCEDO,293,2
2024-01-01,VERGES,293,2
2024-01-01,PELLICER,292,2
2024-01-01,PI,292,1
2024-01-01,QUIROZ,292,2
2024-01-01,ROMERA,292,1
2024-01-01,ADELL,291,2
2024-01-01,GOMES,291,1
2024-01-01,IBARRA,291,1
2024-01-01,JULIAN,291,1
2024-01-01,MONTENEGRO,291,2
2024-01-01,VALDEZ,291,2
2024-01-01,CALERO,290,2
2024-01-01,FERRAN,290,2
2024-01-01,PIZARRO,290,2
2024-01-01,SUÑE,290,1
2024-01-01,BARBERO,288,1
2024-01-01,ENRIQUEZ,288,2
2024-01-01,MOLINER,288,2
2024-01-01,ROURA,288,2
2024-01-01,SAURA,288,1
2024-01-01,BARAHONA,287,1
2024-01-01,CLIMENT,287,2
2024-01-01,CUELLAR,287,2
2024-01-01,FERRAN,287,1
2024-01-01,PUENTE,287,1
2024-01-01,SEGOVIA,287,1
2024-01-01,NARVAEZ,286,2
2024-01-01,PUJADAS,286,1
2024-01-01,ABRIL,285,2
2024-01-01,BARBERA,285,2
2024-01-01,FORTUNY,285,1
2024-01-01,HERAS,285,2
2024-01-01,MELLADO,285,2
2024-01-01,NARVAEZ,285,1
2024-01-01,OLIVERA,285,1
2024-01-01,SERRAT,285,1
2024-01-01,BARRAGAN,284,1
2024-01-01,JULIAN,284,2
2024-01-01,MERCADER,284,1
2024-01-01,RIU,284,1
2024-01-01,TIRADO,284,2
2024-01-01,LLADO,283,2
2024-01-01,MANRIQUE,283,2
2024-01-01,PERALES,283,2
2024-01-01,SANJUAN,283,1
2024-01-01,VILCHEZ,283,2
2024-01-01,YAÑEZ,283,2
2024-01-01,COBOS,282,1
2024-01-01,ESPEJO,282,2
2024-01-01,MELERO,282,1
2024-01-01,MONTENEGRO,282,1
2024-01-01,NAWAZ,282,1
2024-01-01,PENA,282,2
2024-01-01,BARTOLOME,281,2
2024-01-01,MAMANI,281,2
2024-01-01,SANCHIS,281,2
2024-01-01,SARDA,281,1
2024-01-01,SAURA,281,2
2024-01-01,VALERA,281,2
2024-01-01,JORDA,280,1
2024-01-01,LLOP,280,2
2024-01-01,MERCADO,280,2
2024-01-01,SAENZ,280,2
2024-01-01,BELLIDO,279,2
2024-01-01,BRITO,279,2
2024-01-01,JOVER,279,2
2024-01-01,OLMOS,279,1
2024-01-01,PI,279,2
2024-01-01,TORT,279,1
2024-01-01,AGUSTI,278,1
2024-01-01,CERDA,278,1
2024-01-01,PONT,278,2
2024-01-01,BUTT,277,1
2024-01-01,EDO,277,2
2024-01-01,FERREIRO,277,1
2024-01-01,ACUÑA,276,1
2024-01-01,ARAGONES,276,2
2024-01-01,ARTEAGA,276,2
2024-01-01,ASHRAF,276,1
2024-01-01,MAURI,276,1
2024-01-01,SEGOVIA,276,2
2024-01-01,CAMARA,275,2
2024-01-01,COMA,275,1
2024-01-01,MERCADO,275,1
2024-01-01,PALLAS,275,1
2024-01-01,ACUÑA,274,2
2024-01-01,COLOM,274,1
2024-01-01,DE CASTRO,274,2
2024-01-01,EDO,274,1
2024-01-01,TERUEL,274,2
2024-01-01,FERREIRO,273,2
2024-01-01,GUIJARRO,273,2
2024-01-01,HU,273,1
2024-01-01,JEREZ,273,1
2024-01-01,TORNE,273,1
2024-01-01,CALLE,272,2
2024-01-01,CORRALES,272,2
2024-01-01,JEREZ,272,2
2024-01-01,RIU,272,2
2024-01-01,SALGUERO,272,2
2024-01-01,TEJERO,272,1
2024-01-01,ALCAZAR,271,2
2024-01-01,GALERA,271,1
2024-01-01,MONGE,271,2
2024-01-01,PUERTO,271,2
2024-01-01,TERUEL,271,1
2024-01-01,BUSTOS,270,2
2024-01-01,POU,270,1
2024-01-01,PUENTE,270,2
2024-01-01,SERRAT,270,2
2024-01-01,VIZCAINO,270,1
2024-01-01,ABRIL,269,1
2024-01-01,BARRIO,269,1
2024-01-01,COBOS,269,2
2024-01-01,MARCH,269,1
2024-01-01,PARIS,269,1
2024-01-01,PELLICER,269,1
2024-01-01,PRADES,269,1
2024-01-01,QUERALT,269,2
2024-01-01,BARRAGAN,268,2
2024-01-01,CASES,268,2
2024-01-01,CHAMORRO,268,2
2024-01-01,GORDILLO,268,1
2024-01-01,ROMERA,268,2
2024-01-01,ZAFRA,268,1
2024-01-01,CUADRADO,267,2
2024-01-01,GRAS,267,1
2024-01-01,MERCADER,267,2
2024-01-01,TOVAR,267,1
2024-01-01,ARTEAGA,266,1
2024-01-01,BELLIDO,266,1
2024-01-01,HE,266,1
2024-01-01,MARI,266,2
2024-01-01,CABEZA,265,2
2024-01-01,DEL CASTILLO,265,2
2024-01-01,GALLART,265,2
2024-01-01,LLOP,265,1
2024-01-01,MARIMON,265,1
2024-01-01,TORRALBA,265,1
2024-01-01,CASES,264,1
2024-01-01,ESPAÑOL,264,1
2024-01-01,ISERN,264,1
2024-01-01,RODRIGUES,264,2
2024-01-01,GILABERT,263,1
2024-01-01,RESTREPO,263,2
2024-01-01,YUSTE,263,2
2024-01-01,BENAVIDES,262,1
2024-01-01,CANAL,262,1
2024-01-01,COCA,262,1
2024-01-01,GUIJARRO,262,1
2024-01-01,MONTAÑO,262,2
2024-01-01,PUERTAS,262,2
2024-01-01,SUÑE,262,2
2024-01-01,TEJEDOR,262,1
2024-01-01,VALL,262,2
2024-01-01,BRITO,261,1
2024-01-01,FARRES,261,1
2024-01-01,UBEDA,261,1
2024-01-01,BORREGO,260,2
2024-01-01,CAÑAS,260,2
2024-01-01,NOGUES,260,2
2024-01-01,OLIVEIRA,260,1
2024-01-01,PALOMO,260,1
2024-01-01,PALOMO,260,2
2024-01-01,VILCHEZ,260,1
2024-01-01,ESPINAL,259,1
2024-01-01,MARTINS,259,1
2024-01-01,QUIÑONES,259,2
2024-01-01,TEJEDOR,259,2
2024-01-01,ABELLAN,258,1
2024-01-01,DE MIGUEL,258,1
2024-01-01,MAYOR,258,2
2024-01-01,OLIVELLA,258,1
2024-01-01,SILVESTRE,258,1
2024-01-01,FRANCISCO,257,1
2024-01-01,GORDILLO,257,2
2024-01-01,MELLADO,257,1
2024-01-01,PAREJA,257,1
2024-01-01,PUJADAS,257,2
2024-01-01,CENTENO,256,1
2024-01-01,FREIRE,256,1
2024-01-01,LLOPART,256,1
2024-01-01,MONTILLA,256,1
2024-01-01,PARIS,256,2
2024-01-01,BARAHONA,255,2
2024-01-01,BAÑOS,255,1
2024-01-01,CASTELLANO,255,1
2024-01-01,FERRERO,255,1
2024-01-01,LAHOZ,255,2
2024-01-01,LONDOÑO,255,2
2024-01-01,OLMOS,255,2
2024-01-01,PERELLO,255,1
2024-01-01,POVEDA,255,2
2024-01-01,BERNAT,254,1
2024-01-01,HINOJOSA,254,2
2024-01-01,MONFORT,254,1
2024-01-01,MONTAÑO,254,1
2024-01-01,MONTILLA,254,2
2024-01-01,OLMO,254,2
2024-01-01,SARDA,254,2
2024-01-01,VALERA,254,1
2024-01-01,ANGLADA,253,1
2024-01-01,CANTERO,253,2
2024-01-01,CREUS,253,2
2024-01-01,FLOREZ,253,2
2024-01-01,FORTUNY,253,2
2024-01-01,BAÑOS,252,2
2024-01-01,DE MIGUEL,252,2
2024-01-01,GOMEZ,252,3
2024-01-01,HERVAS,252,1
2024-01-01,RIBES,252,1
2024-01-01,SEBASTIAN,252,1
2024-01-01,DEL CASTILLO,251,1
2024-01-01,LUIS,251,2
2024-01-01,TARRAGO,251,1
2024-01-01,AGUILA,250,2
2024-01-01,CAMPOY,250,1
2024-01-01,FERNANDES,250,1
2024-01-01,GALLART,250,1
2024-01-01,PAVON,250,2
2024-01-01,PERELLO,250,2
2024-01-01,ARJONA,249,1
2024-01-01,ASLAM,249,1
2024-01-01,BARBOSA,249,1
2024-01-01,FARRES,249,2
2024-01-01,FELIZ,249,1
2024-01-01,MURCIA,249,2
2024-01-01,OCAÑA,249,1
2024-01-01,PALOMAR,249,2
2024-01-01,TORT,249,2
2024-01-01,AGUSTI,248,2
2024-01-01,BATALLA,248,2
2024-01-01,CAMPOY,248,2
2024-01-01,FORT,248,1
2024-01-01,GALERA,248,2
2024-01-01,GUAL,248,1
2024-01-01,LLORCA,248,1
2024-01-01,PAREJA,248,2
2024-01-01,CALLEJA,247,2
2024-01-01,DE HARO,247,1
2024-01-01,HOYOS,247,2
2024-01-01,LIMA,247,2
2024-01-01,LLORCA,247,2
2024-01-01,OLMO,247,1
2024-01-01,VIZCAINO,247,2
2024-01-01,BALAGUE,246,1
2024-01-01,COCA,246,2
2024-01-01,MIRET,246,1
2024-01-01,PUERTO,246,1
2024-01-01,SABATER,246,1
2024-01-01,VALL,246,1
2024-01-01,VILLENA,246,2
2024-01-01,ARELLANO,245,2
2024-01-01,NICOLAU,245,1
2024-01-01,PRADES,245,2
2024-01-01,ZUÑIGA,245,1
2024-01-01,CASTELLVI,244,2
2024-01-01,DE CASTRO,244,1
2024-01-01,ESCODA,244,1
2024-01-01,ESPINAL,244,2
2024-01-01,IBARRA,244,2
